,Business Name,Category,City,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
207,Vencor Hospital ,hospital, Los Angeles ,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
208,Verdugo Hills Regional Medical Center ,hospital, Glendale,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
209,West Hills Hospital ,hospital, West Hills,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
210,West Hills Regional Medical Center ,hospital, West Hills],CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
211,West Los Angeles Memorial Hospital ,hospital, Los Angeles,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
212,West Los Angeles VA Medical Center ,hospital, Los Angeles,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
213,West Valley Hospital And Health Center ,hospital, Canoga Park,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
214,Westlake Outpatient Medical Center ,hospital, Westlake Village,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
215,Westside Hospital ,hospital, Los Angeles,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
216,White Memorial Medical Center ,hospital, Los Angeles,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
217,South[edit],hospital,,CA,Los Angeles County***,,,,,,,
218,These hospitals are located south of the 10 Freeway:,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
219,Avalon Municipal Hospital,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
220,Baldwin Park Hospital ,hospital, Baldwin Park,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
221,Bay Harbor Hospital ,hospital, (closed September 1999),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
222,Bellflower Medical Center ,hospital, Bellflower,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
223,Bellwood General Hospital ,hospital, Bellflower (closed April 2003),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
224,Beverly Hospital ,hospital, Montebello,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
225,Broadway Community Hospital ,hospital, Los Angeles (closed March 1982),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
226,Brotman Medical Center ,hospital, Culver City,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
227,Casa Colina Hospital For Rehab Medicine ,hospital, Pomona,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
228,Cedars-Sinai Medical Center-Beverly Hills CA,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
229,"Centinela Freeman Regional Medical Center, Centinela Campus – Inglewood",hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
230,"Centinela Freeman Regional Medical Center, Marina Campus – Marina del Rey",hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
231,"Centinela Freeman Regional Medical Center, Memorial Campus – Inglewood (closed in 2007)",hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
232,Citrus Valley Medical Center ,hospital, IC Campus ,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
233,Citrus Valley Medical Center ,hospital, QV Campus ,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
234,Coast Plaza Hospital ,hospital, Norwalk,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
235,College Hospital ,hospital, Cerritos,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
236,College Medical Center ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
237,Community Hospital of Gardena ,hospital, Gardena,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
238,Community Hospital of Huntington Park ,hospital, Huntington Park,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
239,Community Hospital of Long Beach ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
240,Daniel Freeman Memorial Hospital ,hospital, Inglewood (closed 2007),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
241,Doctors Hospital Of West Covina ,hospital, West Covina,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
242,Downey Regional Medical Center ,hospital, Downey,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
243,East Los Angeles Doctors Hospital ,hospital, East Los Angeles,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
244,Elastar Community Hospital - East Los Angeles (closed in 2004)[2],hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
245,Gardens Regional Hospital & Medical Center (previously known as Tri-City Regional Medical Center)- Hawaiian Gardens[3],hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
246,Greater El Monte Community Hospital ,hospital, South El Monte,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
247,Harbor-UCLA Medical Center ,hospital, West Carson,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
248,Inter-Community Medical Center ,hospital, West Covina,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
249,Kaiser Foundation Hospital ,hospital, Bellflower,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
250,Kaiser Foundation Hospital ,hospital, Carson,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
251,Kaiser Foundation Hospital ,hospital, Harbor City,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
252,Kaiser Permanente Medical Center ,hospital, Baldwin Park,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
253,Little Company of Mary Hospital ,hospital, San Pedro,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
254,Little Company of Mary Hospital ,hospital, Torrance,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
255,Long Beach Community Hospital ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
256,Long Beach Doctors Hospital ,hospital, Long Beach (closed June 1998),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
257,Long Beach Memorial Medical Center ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
258,Los Angeles Community Hospital of Norwalk ,hospital, Norwalk,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
259,Los Angeles Metropolitan Med Center ,hospital, Hawthorne Campus ,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
260,Marina Del Rey Hospital ,hospital, Marina Del Rey,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
261,Martin Luther King Jr. - Harbor Hospital ,hospital, Willowbrook,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
262,Memorial Hospital Of Gardena ,hospital, Gardena,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
263,Metropolitan State Hospital ,hospital, Norwalk,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
264,Miller Children's Hospital ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
265,Mission Hospital of Huntington Park ,hospital, Huntington Park,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
266,Morningside Hospital ,hospital, Los Angeles (closed September 1980),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
267,Pomona Valley Hospital Medical Center,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
268,Presbyterian Intercommunity Hospital,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
269,"Providence Little Company of Mary Medical Center, San Pedro Campus",hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
270,Rancho Los Amigos National Rehabilitation Center ,hospital, Downey,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
271,Regional Medical Center ,hospital, South Street,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
272,Rio Hondo Hospital ,hospital, Downey,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
273,Robert F. Kennedy Medical Center ,hospital, Los Angeles (closed December 2004),CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
274,St. Francis Medical Center ,hospital, Lynwood,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
275,St. Mary Medical Center ,hospital, Long Beach,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
276,San Dimas Community Hospital,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
277,Specialty Hospital of Southern California,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
278,Suburban Medical Center,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
279,Torrance Memorial Medical Center,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
280,"University Hospital – 3787 S. Vermont Avenue Los Angeles (opened before 1958, closed 1983)",hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
281,Whittier Hospital Medical Center,hospital,,CA,Los Angeles County,50.0,6.0,37.0,0.0,0.0,0.0,Los Angeles County
282,Children's Hospital of Central California ,hospital, Madera,CA,Madera County,50.0,6.0,39.0,0.0,0.0,0.0,Madera County
283,Madera Community Hospital ,hospital, Madera,CA,Madera County,50.0,6.0,39.0,0.0,0.0,0.0,Madera County
284,Kaiser Foundation Hospital ,hospital, San Rafael,CA,Marin County,50.0,6.0,41.0,0.0,0.0,0.0,Marin County
285,Kentfield Rehabilitation Hospital,hospital,,CA,Marin County,50.0,6.0,41.0,0.0,0.0,0.0,Marin County
286,Marin General Hospital ,hospital, Greenbrae,CA,Marin County,50.0,6.0,41.0,0.0,0.0,0.0,Marin County
287,Novato Community Hospital,hospital,,CA,Marin County,50.0,6.0,41.0,0.0,0.0,0.0,Marin County
288,John C. Fremont Hospital,hospital,,CA,Mariposa County,50.0,6.0,43.0,0.0,0.0,0.0,Mariposa County
289,Frank R. Howard Memorial Hospital ,hospital, Willits,CA,Mendocino County,50.0,6.0,45.0,0.0,0.0,0.0,Mendocino County
290,Mendocino Coast District Hospital ,hospital, Fort Bragg,CA,Mendocino County,50.0,6.0,45.0,0.0,0.0,0.0,Mendocino County
291,Mendocino State Hospital (closed 1972),hospital,,CA,Mendocino County,50.0,6.0,45.0,0.0,0.0,0.0,Mendocino County
292,Ukiah Valley Medical Center ,hospital, Ukiah,CA,Mendocino County,50.0,6.0,45.0,0.0,0.0,0.0,Mendocino County
293,Los Banos Community Hospital,hospital,,CA,Merced County,50.0,6.0,47.0,0.0,0.0,0.0,Merced County
294,Mercy Medical Center Merced Community Campus,hospital,,CA,Merced County,50.0,6.0,47.0,0.0,0.0,0.0,Merced County
295,Mercy Medical Center Merced Dominican Campus,hospital,,CA,Merced County,50.0,6.0,47.0,0.0,0.0,0.0,Merced County
296,Modoc Medical Center,hospital,,CA,Modoc County,50.0,6.0,49.0,0.0,0.0,0.0,Modoc County
297,Surprise Valley Community Hospital,hospital,,CA,Modoc County,50.0,6.0,49.0,0.0,0.0,0.0,Modoc County
298,Mammoth Hospital,hospital,,CA,Mono County,50.0,6.0,51.0,0.0,0.0,0.0,Mono County
299,Community Hospital of the Monterey Peninsula ,hospital, Monterey,CA,Monterey County,50.0,6.0,53.0,0.0,0.0,0.0,Monterey County
300,George L. Mee Memorial Hospital ,hospital, King City,CA,Monterey County,50.0,6.0,53.0,0.0,0.0,0.0,Monterey County
301,Natividad Medical Center ,hospital, Salinas,CA,Monterey County,50.0,6.0,53.0,0.0,0.0,0.0,Monterey County
302,Salinas Surgery Center ,hospital, Salinas,CA,Monterey County,50.0,6.0,53.0,0.0,0.0,0.0,Monterey County
303,Salinas Valley Memorial Hospital ,hospital, Salinas,CA,Monterey County,50.0,6.0,53.0,0.0,0.0,0.0,Monterey County
304,Napa State Hospital ,hospital, Napa,CA,Napa County,50.0,6.0,55.0,0.0,0.0,0.0,Napa County
305,Queen of the Valley Medical Center ,hospital, Napa,CA,Napa County,50.0,6.0,55.0,0.0,0.0,0.0,Napa County
306,St. Helena Hospital ,hospital, Angwin,CA,Napa County,50.0,6.0,55.0,0.0,0.0,0.0,Napa County
307,Veterans Home of California Yountville ,hospital, Yountville,CA,Napa County,50.0,6.0,55.0,0.0,0.0,0.0,Napa County
308,Sierra Nevada Memorial Hospital ,hospital, Grass Valley,CA,Nevada County,50.0,5.0,99.0,0.0,0.0,0.0,Nevada County
309,Sierra Nevada Memorial Hospital ,hospital, Grass Valley,CA,Nevada County,50.0,6.0,57.0,0.0,0.0,0.0,Nevada County
310,Tahoe Forest Hospital ,hospital, Truckee,CA,Nevada County,50.0,5.0,99.0,0.0,0.0,0.0,Nevada County
311,Tahoe Forest Hospital ,hospital, Truckee,CA,Nevada County,50.0,6.0,57.0,0.0,0.0,0.0,Nevada County
312,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
313,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
314,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
315,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
316,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
317,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
318,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
319,Anaheim General Hospital ,hospital, Anaheim,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
320,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
321,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
322,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
323,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
324,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
325,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
326,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
327,Anaheim General Hospital ,hospital, Buena Park Campus,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
328,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
329,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
330,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
331,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
332,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
333,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
334,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
335,Anaheim Regional Medical Center ,hospital, Anaheim,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
336,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
337,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
338,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
339,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
340,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
341,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
342,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
343,Brea Community Hospital ,hospital, Brea (closed),CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
344,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
345,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
346,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
347,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
348,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
349,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
350,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
351,Chapman Medical Center ,hospital, Orange,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
352,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
353,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
354,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
355,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
356,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
357,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
358,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
359,Children's Hospital at Mission,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
360,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
361,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
362,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
363,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
364,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
365,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
366,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
367,Children's Hospital of Orange County ,hospital, Orange,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
368,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
369,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
370,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
371,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
372,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
373,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
374,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
375,Coastal Communities Hospital ,hospital, Santa Ana,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
376,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
377,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
378,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
379,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
380,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
381,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
382,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
383,College Hospital Costa Mesa,hospital,,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
384,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
385,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
386,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
387,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
388,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
389,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
390,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
391,Fountain Valley Regional Hospital and Medical Center ,hospital, Fountain Valley,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
392,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
393,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
394,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
395,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
396,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
397,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
398,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
399,Garden Grove Hospital and Medical Center ,hospital, Garden Grove,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
400,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
401,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
402,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
403,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
404,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
405,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
406,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
407,HealthBridge Children's Rehabilitation Hospital ,hospital, Orange,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
408,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
409,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
410,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
411,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
412,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
413,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
414,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
415,Hoag Memorial Hospital Presbyterian ,hospital, Irvine,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
416,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
417,Hoag Memorial Hospital Presbyterian ,hospital, Newport Beach,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
